Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
male,20.42,7,married,customer,Energy,White,1.625,not defaulted,employed,3,unlicensed,ByBirth,200,1391,+
male,28.46,4,married,customer,Utilities,White,5,not defaulted,employed,3,licensed,ByBirth,290,2279,+
male,39,5,married,customer,IT,White,3.5,not defaulted,employed,10,licensed,ByBirth,0,0,+
female,64.08,0.165,married,customer,Healthcare,Latino,0,not defaulted,employed,1,unlicensed,ByBirth,232,100,+
male,28.25,5.125,married,customer,Utilities,White,4.75,not defaulted,employed,2,unlicensed,ByBirth,420,7,+
female,28.75,3.75,married,customer,Energy,White,1.085,not defaulted,employed,1,licensed,ByBirth,371,0,+
male,31.33,19.5,married,customer,Energy,White,7,not defaulted,employed,16,unlicensed,ByBirth,0,5000,+
female,18.92,9,married,customer,ConsStaps,White,0.75,not defaulted,employed,2,unlicensed,ByBirth,88,591,+
female,24.75,3,married,customer,Materials,Black,1.835,not defaulted,employed,19,unlicensed,ByBirth,0,500,+
female,30.67,12,married,customer,Energy,White,2,not defaulted,employed,1,unlicensed,ByBirth,220,19,+
male,21,4.79,unmarried,non customer,Industrials,White,2.25,not defaulted,employed,1,licensed,ByBirth,80,300,+
male,13.75,4,unmarried,non customer,Industrials,White,1.75,not defaulted,employed,2,licensed,ByBirth,120,1000,+
female,46,4,married,customer,Research,Other,0,not defaulted,unemployed,0,unlicensed,ByBirth,100,960,+
female,44.33,0,married,customer,Energy,White,2.5,not defaulted,unemployed,0,unlicensed,ByBirth,0,0,+
male,20.25,9.96,married,customer,Education,Other,0,not defaulted,unemployed,0,unlicensed,ByBirth,0,0,+
male,22.67,2.54,unmarried,non customer,Energy,Black,2.585,not defaulted,unemployed,0,unlicensed,ByBirth,0,0,+
male,28.46,10.5,married,customer,Utilities,White,6.5,not defaulted,unemployed,0,unlicensed,ByBirth,0,0,+
female,60.92,5,married,customer,ConsStaps,White,4,not defaulted,employed,4,unlicensed,ByBirth,0,99,+
male,16.08,0.75,married,customer,Energy,White,1.75,not defaulted,employed,5,licensed,ByBirth,352,690,+
female,28.17,0.375,married,customer,Materials,White,0.585,not defaulted,employed,4,unlicensed,ByBirth,80,0,+
male,39.17,1.71,married,customer,Utilities,White,0.125,not defaulted,employed,5,licensed,ByBirth,480,0,+
male,20.42,7.5,married,customer,Financials,White,1.5,not defaulted,employed,1,unlicensed,ByBirth,160,234,+
female,30,5.29,married,customer,Education,Other,2.25,not defaulted,employed,5,licensed,ByBirth,99,500,+
male,22.83,3,married,customer,CommServ,White,1.29,not defaulted,employed,1,unlicensed,ByBirth,260,800,+
female,22.5,8.5,married,customer,Materials,White,1.75,not defaulted,employed,10,unlicensed,ByBirth,80,990,-
female,28.58,1.665,married,customer,Materials,White,2.415,not defaulted,unemployed,0,licensed,ByBirth,440,0,-
male,45.17,1.5,married,customer,Energy,White,2.5,not defaulted,unemployed,0,licensed,ByBirth,140,0,-
male,41.58,1.75,married,customer,Financials,White,0.21,not defaulted,unemployed,0,unlicensed,ByBirth,160,0,-
female,57.08,0.335,married,customer,ConsDisc,Asian,1,not defaulted,unemployed,0,licensed,ByBirth,252,2197,-
female,55.75,7.08,married,customer,Financials,Black,6.75,not defaulted,employed,3,licensed,ByBirth,100,50,-
male,43.25,25.21,married,customer,Materials,Black,0.21,not defaulted,employed,1,unlicensed,ByBirth,760,90,-
female,25.33,2.085,married,customer,Energy,Black,2.75,not defaulted,unemployed,0,licensed,ByBirth,360,1,-
female,24.58,0.67,married,customer,ConsStaps,Black,1.75,not defaulted,unemployed,0,unlicensed,ByBirth,400,0,-
male,43.17,2.25,married,customer,ConsDisc,Asian,0.75,not defaulted,unemployed,0,unlicensed,ByBirth,560,0,-
male,40.92,0.835,married,customer,Healthcare,Latino,0,not defaulted,unemployed,0,unlicensed,ByBirth,130,1,-
male,31.83,2.5,married,customer,ConsStaps,White,7.5,not defaulted,unemployed,0,licensed,ByBirth,523,0,-
female,33.92,1.585,unmarried,non customer,Healthcare,Latino,0,not defaulted,unemployed,0,unlicensed,ByBirth,320,0,-
female,24.92,1.25,married,customer,Healthcare,Latino,0,not defaulted,unemployed,0,unlicensed,ByBirth,80,0,-
male,35.25,3.165,married,customer,Utilities,Black,3.75,not defaulted,unemployed,0,licensed,ByBirth,680,0,-
male,34.25,1.75,married,customer,Industrials,Asian,0.25,not defaulted,unemployed,0,licensed,ByBirth,163,0,-
male,80.25,5.5,married,customer,Energy,White,0.54,not defaulted,unemployed,0,unlicensed,ByBirth,0,340,-
male,19.42,1.5,unmarried,non customer,IT,White,2,not defaulted,unemployed,0,licensed,ByBirth,100,20,-
male,42.75,3,married,customer,ConsDisc,Asian,1,not defaulted,unemployed,0,unlicensed,ByBirth,0,200,-
male,19.67,10,unmarried,non customer,Financials,Black,0.835,not defaulted,unemployed,0,licensed,ByBirth,140,0,-
male,36.33,3.79,married,customer,Industrials,White,1.165,not defaulted,unemployed,0,licensed,ByBirth,200,0,-
male,30.08,1.04,unmarried,non customer,ConsDisc,Asian,0.5,not defaulted,employed,10,licensed,ByBirth,132,28,-
male,44.25,11,unmarried,non customer,Real Estate,White,1.5,not defaulted,unemployed,0,unlicensed,ByOtherMeans,0,0,-
male,23.58,0.46,unmarried,non customer,Industrials,White,2.625,not defaulted,employed,6,licensed,ByBirth,208,347,-
male,23.92,1.5,married,customer,Real Estate,Black,1.875,not defaulted,employed,6,unlicensed,ByBirth,200,327,+
male,33.17,1,married,customer,Utilities,White,0.75,not defaulted,employed,7,licensed,ByBirth,340,4071,+
male,48.33,12,married,customer,CommServ,White,16,not defaulted,unemployed,0,unlicensed,ByOtherMeans,110,0,+
male,76.75,22.29,married,customer,Education,Other,12.75,not defaulted,employed,1,licensed,ByBirth,0,109,+
male,51.33,10,married,customer,ConsDisc,Asian,0,not defaulted,employed,11,unlicensed,ByBirth,0,1249,+
male,34.75,15,married,customer,Transport,Other,5.375,not defaulted,employed,9,licensed,ByBirth,0,134,+
male,38.58,3.335,married,customer,Industrials,White,4,not defaulted,employed,14,unlicensed,ByBirth,383,1344,+
female,22.42,11.25,unmarried,non customer,Utilities,Black,0.75,not defaulted,employed,4,unlicensed,ByBirth,0,321,+
male,41.92,0.42,married,customer,Energy,Black,0.21,not defaulted,employed,6,unlicensed,ByBirth,220,948,+
male,29.58,4.5,married,customer,Industrials,White,7.5,not defaulted,employed,2,licensed,ByBirth,330,0,+
female,32.17,1.46,married,customer,Industrials,White,1.085,not defaulted,employed,16,unlicensed,ByBirth,120,2079,+
male,51.42,0.04,married,customer,Utilities,Black,0.04,not defaulted,unemployed,0,unlicensed,ByBirth,0,3000,+
female,22.83,2.29,married,customer,Materials,Black,2.29,not defaulted,employed,7,licensed,ByBirth,140,2384,+
female,25,12.33,married,customer,IT,Black,3.5,not defaulted,employed,6,unlicensed,ByBirth,400,458,+
male,26.75,1.125,married,customer,Utilities,Black,1.25,not defaulted,unemployed,0,unlicensed,ByBirth,0,5298,+
male,23.33,1.5,married,customer,Energy,Black,1.415,not defaulted,unemployed,0,unlicensed,ByBirth,422,200,+
male,24.42,12.335,married,customer,Materials,Black,1.585,not defaulted,unemployed,0,licensed,ByBirth,120,0,+
male,42.17,5.04,married,customer,Materials,Black,12.75,not defaulted,unemployed,0,licensed,ByBirth,92,0,+
female,20.83,3,married,customer,ConsStaps,White,0.04,not defaulted,unemployed,0,unlicensed,ByBirth,100,0,+
male,23.08,11.5,married,customer,Industrials,Black,2.125,not defaulted,employed,11,licensed,ByBirth,290,284,+
female,25.17,2.875,married,customer,Utilities,Black,0.875,not defaulted,unemployed,0,unlicensed,ByBirth,360,0,+
male,43.08,0.375,unmarried,non customer,Energy,White,0.375,not defaulted,employed,8,licensed,ByBirth,300,162,+
female,35.75,0.915,married,customer,ConsStaps,White,0.75,not defaulted,employed,4,unlicensed,ByBirth,0,1583,+
male,59.5,2.75,married,customer,Industrials,White,1.75,not defaulted,employed,5,licensed,ByBirth,60,58,+
male,21,3,unmarried,non customer,Real Estate,White,1.085,not defaulted,employed,8,licensed,ByBirth,160,1,+
male,21.92,0.54,unmarried,non customer,Utilities,White,0.04,not defaulted,employed,1,licensed,ByBirth,840,59,+
female,65.17,14,married,customer,Healthcare,Latino,0,not defaulted,employed,11,licensed,ByBirth,0,1400,+
female,20.33,10,married,customer,Energy,Black,1,not defaulted,employed,4,unlicensed,ByBirth,50,1465,+
male,32.25,0.165,unmarried,non customer,Energy,Black,3.25,not defaulted,employed,1,licensed,ByBirth,432,8000,+
male,30.17,0.5,married,customer,Energy,White,1.75,not defaulted,employed,11,unlicensed,ByBirth,32,540,+
male,25.17,6,married,customer,Energy,White,1,not defaulted,employed,3,unlicensed,ByBirth,0,0,+
male,39.17,1.625,married,customer,Energy,White,1.5,not defaulted,employed,10,unlicensed,ByBirth,186,4700,+
male,39.08,6,married,customer,CommServ,White,1.29,not defaulted,employed,5,licensed,ByBirth,108,1097,+
male,31.67,0.83,married,customer,Utilities,White,1.335,not defaulted,employed,8,licensed,ByBirth,303,3290,+
male,41,0.04,married,customer,Education,White,0.04,defaulted,employed,1,unlicensed,ByOtherMeans,560,0,+
male,48.5,4.25,married,customer,CommServ,White,0.125,not defaulted,unemployed,0,licensed,ByBirth,225,0,+
male,32.67,9,unmarried,non customer,Industrials,Black,5.25,not defaulted,unemployed,0,licensed,ByBirth,154,0,+
female,28.08,15,unmarried,non customer,Education,Other,0,not defaulted,unemployed,0,unlicensed,ByBirth,0,13212,+
male,73.42,17.75,married,customer,Healthcare,Latino,0,not defaulted,unemployed,0,licensed,ByBirth,0,0,+
male,64.08,20,married,customer,Utilities,Black,17.5,not defaulted,employed,9,licensed,ByBirth,0,1000,+
male,51.58,15,married,customer,Energy,White,8.5,not defaulted,employed,9,unlicensed,ByBirth,0,0,+
male,26.67,1.75,unmarried,non customer,Energy,White,1,not defaulted,employed,5,licensed,ByBirth,160,5777,+
male,25.33,0.58,married,customer,Energy,White,0.29,not defaulted,employed,7,licensed,ByBirth,96,5124,+
male,30.17,6.5,married,customer,IT,White,3.125,not defaulted,employed,8,unlicensed,ByBirth,330,1200,+
male,27,0.75,married,customer,Energy,Black,4.25,not defaulted,employed,3,licensed,ByBirth,312,150,+
male,23.17,0,married,customer,Energy,White,0,defaulted,unemployed,0,unlicensed,Temporary,0,0,+
male,34.17,5.25,married,customer,Industrials,White,0.085,defaulted,unemployed,0,licensed,ByBirth,290,6,+
male,38.67,0.21,married,customer,Financials,White,0.085,not defaulted,unemployed,0,licensed,ByBirth,280,0,+
male,25.75,0.75,married,customer,Energy,Asian,0.25,not defaulted,unemployed,0,unlicensed,ByBirth,349,23,+
female,46.08,3,married,customer,Energy,White,2.375,not defaulted,employed,8,licensed,ByBirth,396,4159,+
female,21.5,6,married,customer,ConsStaps,White,2.5,not defaulted,employed,3,unlicensed,ByBirth,80,918,+
male,20.08,0.125,married,customer,Materials,White,1,defaulted,employed,1,unlicensed,ByBirth,240,768,+
male,20.5,2.415,married,customer,Energy,White,2,not defaulted,employed,11,licensed,ByBirth,200,3000,+
female,29.5,0.46,married,customer,Financials,White,0.54,not defaulted,employed,4,unlicensed,ByBirth,380,500,+
male,42.25,1.75,unmarried,non customer,Energy,White,0,defaulted,unemployed,0,licensed,ByBirth,150,1,-
male,29.83,1.25,unmarried,non customer,Financials,White,0.25,defaulted,unemployed,0,unlicensed,ByBirth,224,0,-
male,20.08,0.25,married,customer,Materials,White,0.125,defaulted,unemployed,0,unlicensed,ByBirth,200,0,-
male,23.42,0.585,married,customer,Energy,Black,0.085,not defaulted,unemployed,0,unlicensed,ByBirth,180,0,-
female,29.58,1.75,unmarried,non customer,Financials,White,1.25,defaulted,unemployed,0,licensed,ByBirth,280,0,-
male,16.17,0.04,married,customer,Energy,White,0.04,defaulted,unemployed,0,unlicensed,ByBirth,0,0,+
male,32.33,3.5,married,customer,Financials,White,0.5,defaulted,unemployed,0,licensed,ByBirth,232,0,-
male,28.46,0.04,unmarried,non customer,Real Estate,White,4.25,defaulted,unemployed,0,licensed,ByBirth,460,0,-
male,47.83,4.165,married,customer,Utilities,Asian,0.085,defaulted,unemployed,0,licensed,ByBirth,520,0,-
male,20,1.25,unmarried,non customer,Financials,White,0.125,defaulted,unemployed,0,unlicensed,ByBirth,140,4,-
male,27.58,3.25,unmarried,non customer,Materials,Black,5.085,defaulted,employed,2,licensed,ByBirth,369,1,-
male,22,0.79,married,customer,Industrials,White,0.29,defaulted,employed,1,unlicensed,ByBirth,420,283,-
male,19.33,10.915,married,customer,Energy,Asian,0.585,defaulted,employed,2,licensed,ByBirth,200,7,-
female,38.33,4.415,married,customer,Energy,White,0.125,defaulted,unemployed,0,unlicensed,ByBirth,160,0,-
male,29.42,1.25,married,customer,Energy,Black,0.25,defaulted,employed,2,licensed,ByBirth,400,108,-
male,22.67,0.75,married,customer,ConsDisc,White,1.585,defaulted,employed,1,licensed,ByBirth,400,9,-
male,32.25,14,unmarried,non customer,Healthcare,Latino,0,defaulted,employed,2,unlicensed,ByBirth,160,1,-
male,29.58,4.75,married,customer,CommServ,White,2,defaulted,employed,1,licensed,ByBirth,460,68,-
male,18.42,10.415,unmarried,non customer,ConsStaps,White,0.125,not defaulted,unemployed,0,unlicensed,ByBirth,120,375,-
male,22.17,2.25,married,customer,ConsDisc,White,0.125,defaulted,unemployed,0,unlicensed,ByBirth,160,10,-
male,22.67,0.165,married,customer,Energy,Other,2.25,defaulted,unemployed,0,licensed,ByOtherMeans,0,0,+
female,25.58,0,married,customer,Energy,White,0,defaulted,unemployed,0,unlicensed,Temporary,0,0,+
male,18.83,0,married,customer,Materials,White,0.665,defaulted,unemployed,0,unlicensed,ByBirth,160,1,-
male,21.58,0.79,unmarried,non customer,IT,White,0.665,defaulted,unemployed,0,unlicensed,ByBirth,160,0,-
male,23.75,12,married,customer,Energy,White,2.085,defaulted,unemployed,0,unlicensed,ByOtherMeans,80,0,-
male,22,7.835,unmarried,non customer,ConsDisc,Asian,0.165,defaulted,unemployed,0,licensed,ByBirth,0,0,-
male,36.08,2.54,married,customer,Healthcare,Latino,0,defaulted,unemployed,0,unlicensed,ByBirth,0,1000,-
male,29.25,13,married,customer,Real Estate,Black,0.5,defaulted,unemployed,0,unlicensed,ByBirth,228,0,-
female,19.58,0.665,married,customer,Industrials,White,1.665,defaulted,unemployed,0,unlicensed,ByBirth,220,5,-
female,22.92,1.25,married,customer,Materials,White,0.25,defaulted,unemployed,0,licensed,ByBirth,120,809,-
female,27.25,0.29,married,customer,CommServ,Black,0.125,defaulted,employed,1,licensed,ByBirth,272,108,-
female,38.75,1.5,married,customer,Healthcare,Latino,0,defaulted,unemployed,0,unlicensed,ByBirth,76,0,-
male,32.42,2.165,unmarried,non customer,Financials,Latino,0,defaulted,unemployed,0,unlicensed,ByBirth,120,0,-
female,23.75,0.71,married,customer,Industrials,White,0.25,defaulted,employed,1,licensed,ByBirth,240,4,-
male,18.17,2.46,married,customer,Energy,Other,0.96,defaulted,employed,2,licensed,ByBirth,160,587,-
male,40.92,0.5,unmarried,non customer,CommServ,White,0.5,defaulted,unemployed,0,licensed,ByBirth,130,0,-
male,19.5,9.585,married,customer,ConsStaps,White,0.79,defaulted,unemployed,0,unlicensed,ByBirth,80,350,-
male,28.58,3.625,married,customer,ConsStaps,White,0.25,defaulted,unemployed,0,licensed,ByBirth,100,0,-
male,35.58,0.75,married,customer,Financials,White,1.5,defaulted,unemployed,0,licensed,ByBirth,231,0,-
male,34.17,2.75,married,customer,ConsDisc,Asian,2.5,defaulted,unemployed,0,licensed,ByBirth,232,200,-
male,33.17,2.25,unmarried,non customer,IT,White,3.5,defaulted,unemployed,0,licensed,ByBirth,200,141,-
male,31.58,0.75,unmarried,non customer,ConsStaps,White,3.5,defaulted,unemployed,0,licensed,ByBirth,320,0,-
female,52.5,7,married,customer,ConsStaps,Black,3,defaulted,unemployed,0,unlicensed,ByBirth,0,0,-
male,36.17,0.42,unmarried,non customer,Industrials,White,0.29,defaulted,unemployed,0,licensed,ByBirth,309,2,-
male,37.33,2.665,married,customer,IT,White,0.165,defaulted,unemployed,0,licensed,ByBirth,0,501,-
female,20.83,8.5,married,customer,Energy,White,0.165,defaulted,unemployed,0,unlicensed,ByBirth,0,351,-
male,24.08,9,married,customer,ConsStaps,White,0.25,defaulted,unemployed,0,licensed,ByBirth,0,0,-
male,25.58,0.335,married,customer,Financials,Black,3.5,defaulted,unemployed,0,licensed,ByBirth,340,0,-
female,35.17,3.75,married,customer,Healthcare,Latino,0,defaulted,employed,6,unlicensed,ByBirth,0,200,-
male,48.08,3.75,married,customer,ConsDisc,Asian,1,defaulted,unemployed,0,unlicensed,ByBirth,100,2,-
female,15.83,7.625,married,customer,Materials,White,0.125,defaulted,employed,1,licensed,ByBirth,0,160,-
female,22.5,0.415,married,customer,ConsDisc,White,0.335,defaulted,unemployed,0,licensed,ByOtherMeans,144,0,-
male,21.5,11.5,married,customer,ConsDisc,White,0.5,not defaulted,unemployed,0,licensed,ByBirth,100,68,-
female,23.58,0.83,married,customer,Materials,White,0.415,defaulted,employed,1,licensed,ByBirth,200,11,-
female,21.08,5,unmarried,non customer,Healthcare,Latino,0,defaulted,unemployed,0,unlicensed,ByBirth,0,0,-
male,25.67,3.25,married,customer,Energy,Black,2.29,defaulted,employed,1,licensed,ByBirth,416,21,-
female,38.92,1.665,married,customer,ConsStaps,White,0.25,defaulted,unemployed,0,unlicensed,ByBirth,0,390,-
female,15.75,0.375,married,customer,Energy,White,1,defaulted,unemployed,0,unlicensed,ByBirth,120,18,-
female,28.58,3.75,married,customer,Energy,White,0.25,defaulted,employed,1,licensed,ByBirth,40,154,-
male,22.25,9,married,customer,ConsStaps,White,0.085,defaulted,unemployed,0,unlicensed,ByBirth,0,0,-
male,29.83,3.5,married,customer,Energy,White,0.165,defaulted,unemployed,0,unlicensed,ByBirth,216,0,-
female,23.5,1.5,married,customer,Industrials,White,0.875,defaulted,unemployed,0,licensed,ByBirth,160,0,-
male,32.08,4,unmarried,non customer,IT,White,1.5,defaulted,unemployed,0,licensed,ByBirth,120,0,-
male,31.08,1.5,unmarried,non customer,Industrials,White,0.04,defaulted,unemployed,0,unlicensed,ByOtherMeans,160,0,-
male,31.83,0.04,unmarried,non customer,CommServ,White,0.04,defaulted,unemployed,0,unlicensed,ByBirth,0,0,-
female,21.75,11.75,married,customer,Energy,White,0.25,defaulted,unemployed,0,licensed,ByBirth,180,0,-
female,17.92,0.54,married,customer,Energy,White,1.75,defaulted,employed,1,licensed,ByBirth,80,5,-
male,30.33,0.5,married,customer,Real Estate,Black,0.085,defaulted,unemployed,0,licensed,ByOtherMeans,252,0,-
male,51.83,2.04,unmarried,non customer,Healthcare,Latino,1.5,defaulted,unemployed,0,unlicensed,ByBirth,120,1,-
male,47.17,5.835,married,customer,Industrials,White,5.5,defaulted,unemployed,0,unlicensed,ByBirth,465,150,-
male,25.83,12.835,married,customer,IT,White,0.5,defaulted,unemployed,0,unlicensed,ByBirth,0,2,-
female,50.25,0.835,married,customer,ConsStaps,White,0.5,defaulted,unemployed,0,licensed,ByBirth,240,117,-
male,29.5,2,unmarried,non customer,Education,Black,2,defaulted,unemployed,0,unlicensed,ByBirth,256,17,-
female,37.33,2.5,married,customer,ConsDisc,Black,0.21,defaulted,unemployed,0,unlicensed,ByBirth,260,246,-
female,41.58,1.04,married,customer,ConsStaps,White,0.665,defaulted,unemployed,0,unlicensed,ByBirth,240,237,-
female,30.58,10.665,married,customer,Materials,Black,0.085,defaulted,employed,12,licensed,ByBirth,129,3,-
male,19.42,7.25,married,customer,CommServ,White,0.04,defaulted,employed,1,unlicensed,ByBirth,100,1,-
female,17.92,10.21,married,customer,Healthcare,Latino,0,defaulted,unemployed,0,unlicensed,ByBirth,0,50,-
female,20.08,1.25,married,customer,Energy,White,0,defaulted,unemployed,0,unlicensed,ByBirth,0,0,-
male,19.5,0.29,married,customer,Financials,White,0.29,defaulted,unemployed,0,unlicensed,ByBirth,280,364,-
male,27.83,1,unmarried,non customer,Real Estate,Black,3,defaulted,unemployed,0,unlicensed,ByBirth,176,537,-
male,17.08,3.29,married,customer,ConsDisc,White,0.335,defaulted,unemployed,0,licensed,ByBirth,140,2,-
male,36.42,0.75,unmarried,non customer,Real Estate,White,0.585,defaulted,unemployed,0,unlicensed,ByBirth,240,3,-
male,40.58,3.29,married,customer,CommServ,White,3.5,defaulted,unemployed,0,licensed,ByOtherMeans,400,0,-
male,21.08,10.085,unmarried,non customer,Education,Black,1.25,defaulted,unemployed,0,unlicensed,ByBirth,260,0,-
female,22.67,0.75,married,customer,Energy,White,2,defaulted,employed,2,licensed,ByBirth,200,394,-
female,25.25,13.5,unmarried,non customer,Healthcare,Latino,2,defaulted,employed,1,licensed,ByBirth,200,1,-
male,17.92,0.205,married,customer,ConsStaps,White,0.04,defaulted,unemployed,0,unlicensed,ByBirth,280,750,-
male,35,3.375,married,customer,Energy,Black,8.29,defaulted,unemployed,0,licensed,ByBirth,0,0,-
